Timestamp,Frame Number,Exercise Name,Heart Rate,RR Intervals,leftElbow,rightElbow,leftShoulder,rightShoulder,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
2026-03-04T13:55:21.574264,1,Reverse Lunges,0,,176.57328929737693,142.6758256053178,7.986457836928397,7.238203338737129,167.19968701254223,96.91445866704629,95.9012307478355,119.59066375917013,145.97557658841592,138.0485105013131
2026-03-04T13:55:21.684508,2,Reverse Lunges,0,,163.89675431908017,138.81929585565246,1.9086816242780202,8.0449217200076,175.3324840052946,95.4251937769905,97.39384350173025,121.86495532533611,158.3901076346304,142.48341079512193
2026-03-04T13:55:21.804600,3,Reverse Lunges,0,,158.75571496257027,143.8969329211504,0.6428544733549514,7.062427597401836,177.11475070905945,90.13188835682153,94.48685573204835,104.86635920874541,157.6199049651618,126.16351080910302
2026-03-04T13:55:21.889901,4,Reverse Lunges,0,,158.75571496257027,143.8969329211504,0.6428544733549514,7.062427597401836,177.11475070905945,90.13188835682153,94.48685573204835,104.86635920874541,157.6199049651618,126.16351080910302
2026-03-04T13:55:21.973178,5,Reverse Lunges,0,,162.2235064707166,142.62684081700388,3.145015655130094,7.386402941286556,173.45335615180096,94.76138828336943,92.36024033295722,110.18654513091805,152.9426500759338,126.4509345324487
2026-03-04T13:55:22.077226,6,Reverse Lunges,0,,157.02732504665806,141.00902251702908,1.5552122041596346,7.150973201246473,179.2493127349578,95.51381479473142,96.72944102081915,111.73620653923552,150.0758141853049,125.8912563236029
2026-03-04T13:55:22.159807,7,Reverse Lunges,0,,157.02732504665806,141.00902251702908,1.5552122041596346,7.150973201246473,179.2493127349578,95.51381479473142,96.72944102081915,111.73620653923552,150.0758141853049,125.8912563236029
2026-03-04T13:55:22.251720,8,Reverse Lunges,0,,153.2183263212142,140.98373073159524,3.099720873995801,5.266508584491324,176.24844052621197,88.56622673442068,95.63385008487154,102.70125235904659,151.15419188206437,121.53894797786373
2026-03-04T13:55:22.377523,9,Reverse Lunges,0,,152.5520238454947,138.5901055656762,0.1707170370430144,8.919221269651098,176.48420372788712,96.95284287055127,98.34381405767225,107.79084291170749,153.2551489281028,123.45637453820972
2026-03-04T13:55:22.461383,10,Reverse Lunges,0,,152.5520238454947,138.5901055656762,0.1707170370430144,8.919221269651098,176.48420372788712,96.95284287055127,98.34381405767225,107.79084291170749,153.2551489281028,123.45637453820972
2026-03-04T13:55:22.552651,11,Reverse Lunges,0,,151.79199931254976,137.70187966808882,3.390624051606364,16.659634480503044,168.82944559679015,100.91518969394608,100.32251045175138,105.80377920922575,149.1561665744089,118.46854821177341
2026-03-04T13:55:22.673101,12,Reverse Lunges,0,,144.1706050393181,147.6643130131546,8.723243580865425,20.548334986516302,170.67202723394098,94.56948207315884,98.71751738736288,98.78732648616631,150.5104603091678,121.59962275548047
2026-03-04T13:55:22.763002,13,Reverse Lunges,0,,154.40741793974735,146.96883168053563,5.78223601725555,20.218724480468943,167.55660000763342,93.19729148576018,101.6294115801147,95.92287134362687,154.04088338867058,120.77594464308903
2026-03-04T13:55:22.865370,14,Reverse Lunges,0,,146.04120265261062,147.29106986787943,4.492370827259252,18.000662332340223,170.4289523288266,91.4789868523701,101.07788985654521,93.03720811012738,156.0439831263058,117.73024852142646
2026-03-04T13:55:22.959771,15,Reverse Lunges,0,,148.79925470204037,133.1226086829324,10.781738485867153,9.976632836236874,169.87781184481037,103.74059131254802,114.51755332455913,103.55098816196009,130.26454989008428,93.90972018842254
2026-03-04T13:55:23.068713,16,Reverse Lunges,0,,148.79925470204037,133.1226086829324,10.781738485867153,9.976632836236874,169.87781184481037,103.74059131254802,114.51755332455913,103.55098816196009,130.26454989008428,93.90972018842254
2026-03-04T13:55:23.162437,17,Reverse Lunges,0,,137.5938233907483,129.3091658221261,16.058829744344884,4.7786162650864155,176.07138860543117,93.95630168330982,100.60692951560627,97.35384712483625,151.74528361961362,111.97964707883645
2026-03-04T13:55:23.274551,18,Reverse Lunges,0,,76.04881959024172,89.86206280374238,3.813591217469497,6.797238473533107,179.72032666381315,91.48717975426598,95.79225667868684,94.93893461511533,149.02693017624372,113.79528284109799
2026-03-04T13:55:23.365228,19,Reverse Lunges,0,,76.04881959024172,89.86206280374238,3.813591217469497,6.797238473533107,179.72032666381315,91.48717975426598,95.79225667868684,94.93893461511533,149.02693017624372,113.79528284109799
2026-03-04T13:55:23.467798,20,Reverse Lunges,0,,77.08655767347112,79.30081881984675,35.390329966663785,29.555703218835585,176.11565179636395,89.94070136410801,91.99479954557276,91.4771143762656,151.52944840646688,115.78688113636987
2026-03-04T13:55:23.567231,21,Reverse Lunges,0,,59.50257684940839,60.33339510954164,43.864667808768296,40.34948130500152,175.8958206093254,89.48676879424777,90.90580734427621,91.67939667354564,146.65987276135485,114.57787053988427
2026-03-04T13:55:23.679170,22,Reverse Lunges,0,,50.94837493091298,56.122376007300566,42.39814905959682,44.532708687964025,178.54399268776447,87.93940988613053,95.57340733115944,91.67790823156118,147.8444783443929,115.15014152461389
2026-03-04T13:55:23.776864,23,Reverse Lunges,0,,76.5169111038204,51.58456261270037,48.23683701802451,50.41834685583667,178.36568826017202,85.89792657330881,95.6835839485317,92.31582271752266,147.65062650619396,117.12883487008385
2026-03-04T13:55:23.873937,24,Reverse Lunges,0,,76.5169111038204,51.58456261270037,48.23683701802451,50.41834685583667,178.36568826017202,85.89792657330881,95.6835839485317,92.31582271752266,147.65062650619396,117.12883487008385
2026-03-04T13:55:23.992992,25,Reverse Lunges,0,,155.27248409556069,68.96580264712614,42.32872341956522,48.196136058715695,177.413860850351,87.95666952731058,97.76730788661156,94.27720033293654,149.15296787779238,117.14167214181313
2026-03-04T13:55:24.091917,26,Reverse Lunges,0,,122.63576160698622,54.05453972900282,41.76827394476624,47.421307963924896,176.2819299382738,86.12229332015959,97.50445551147945,94.07172856973871,150.7156260345064,116.57493958911978
2026-03-04T13:55:24.179358,27,Reverse Lunges,0,,122.63576160698622,54.05453972900282,41.76827394476624,47.421307963924896,176.2819299382738,86.12229332015959,97.50445551147945,94.07172856973871,150.7156260345064,116.57493958911978
2026-03-04T13:55:24.259791,28,Reverse Lunges,0,,95.71228254316797,58.193427297503725,32.31515541573271,45.49718411563058,174.7531942765943,85.54126193867293,97.1459055431827,94.71397510883203,130.8882434116477,116.95053222232448
2026-03-04T13:55:24.359029,29,Reverse Lunges,0,,95.71228254316797,58.193427297503725,32.31515541573271,45.49718411563058,174.7531942765943,85.54126193867293,97.1459055431827,94.71397510883203,130.8882434116477,116.95053222232448
2026-03-04T13:55:24.452869,30,Reverse Lunges,0,,98.67480750819314,57.19197171946239,34.6732823911026,45.39608355323567,168.85580773187178,82.9348633328201,93.99574009440681,92.48650561912685,151.36550794374025,116.46070372170576
