Timestamp,Frame Number,Exercise Name,Heart Rate,RR Intervals,leftElbow,rightElbow,leftShoulder,rightShoulder,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
2026-03-06T12:37:14.630789,1,Push-ups,101,0.598|0.578,173.36750160174705,156.6261866035412,17.335544732882585,27.197430276838155,173.46207542121596,173.73408886484665,177.09084385438848,175.88904119942424,119.26471710057982,159.45541050728647
2026-03-06T12:37:14.729962,2,Push-ups,101,0.598|0.578,154.4852720065533,163.93978362909596,149.8490851695112,139.58221385668213,138.27423306040183,172.60587366714103,106.4398612376542,166.82401697966023,161.80285588821067,157.82393368482883
2026-03-06T12:37:14.819001,3,Push-ups,101,0.598|0.578,113.06208514860548,154.5254394094527,107.7586647875117,170.8291928145685,146.89413371695687,169.3298847274114,116.0380819289456,140.3828635425747,138.64920156877005,170.84737017782592
2026-03-06T12:37:14.921717,4,Push-ups,101,0.598|0.578,46.815010172403255,156.68295387618141,143.3196173152956,163.74998767451802,152.72330997227814,158.08265487408133,128.96011675474654,129.05228164863732,129.98412242337923,127.84209865680168
2026-03-06T12:37:15.034345,5,Push-ups,101,0.598|0.578,39.48456624669186,177.0730496245308,128.7076880751412,164.0793744299394,150.5337608724046,158.82380102836365,136.97514939472714,131.99605494821884,142.07516243381403,126.55300615428573
2026-03-06T12:37:15.123343,6,Push-ups,101,0.598|0.578,70.58689607419362,175.28801417349754,115.48557384618815,177.0726191879401,167.43472092213923,149.11348381221748,159.50624732368414,118.85889188887394,156.94006430487107,126.44666401324247
2026-03-06T12:37:15.218470,7,Push-ups,101,0.598|0.578,125.40544028447097,173.1262527765105,145.64225121191805,172.21974229330047,162.5488749691403,142.31637887768116,150.60563479209316,107.08741389529088,152.4812809234138,132.4986053302473
2026-03-06T12:37:15.335825,8,Push-ups,101,0.598|0.578,150.39095503996631,176.25782930738072,160.44202962219717,171.50803256302717,162.15175753357525,151.25393904341686,155.05922659821337,125.67113572418991,151.9411396251194,142.0027659989312
2026-03-06T12:37:15.434619,9,Push-ups,101,0.598|0.578,150.39095503996631,176.25782930738072,160.44202962219717,171.50803256302717,162.15175753357525,151.25393904341686,155.05922659821337,125.67113572418991,151.9411396251194,142.0027659989312
2026-03-06T12:37:15.524582,10,Push-ups,101,0.598|0.578,117.77154316696932,166.18157829904888,145.1447077676549,173.0143692603892,173.18162707674085,139.10520451601946,178.9019204636742,104.39363386289374,170.70519278541843,143.47700001440305
2026-03-06T12:37:15.626772,11,Push-ups,101,0.598|0.578,85.76048438016429,174.96446295240142,126.80257485246572,163.40850697408976,168.97243775234884,166.62352260257347,162.98411950690695,144.6914087286605,155.41740884060502,133.31223080696674
2026-03-06T12:37:15.735828,12,Push-ups,101,0.598|0.578,97.84357291680627,173.69594793665254,117.48521294380488,171.17598061959126,170.857019278803,153.0706489831446,152.22493058073306,120.36639829763905,148.10589108001466,133.85971101208023
2026-03-06T12:37:15.836073,13,Push-ups,101,0.598|0.578,61.54806061536422,171.5744275824459,128.166002704748,179.0174831168853,177.90794646891428,156.22216505053999,169.19918967884004,121.20239170563177,152.37241397815862,124.54888344004098
2026-03-06T12:37:15.930397,14,Push-ups,101,0.598|0.578,68.39192652448462,155.42809538568542,128.61171606348012,159.53533955041442,161.11095069189798,171.28369835742387,150.07484956508122,145.5108889418084,158.9710843475179,151.602174733619
2026-03-06T12:37:16.039577,15,Push-ups,101,0.598|0.578,69.72144228950039,115.91711173153507,134.72878707148752,146.763042238566,163.15603192378967,172.9393239415776,151.51696958245822,145.9066505507212,152.32125880999337,136.81221241959562
2026-03-06T12:37:16.123039,16,Push-ups,101,0.598|0.578,71.2054745236875,114.69385334050423,135.53405321173372,150.7515978891771,163.4612005035472,172.03091201213337,148.30201088958682,144.3439948946371,144.79706394003284,119.65270171883799
2026-03-06T12:37:16.443577,17,Push-ups,101,0.598|0.578,42.805901270157925,70.88391036684187,28.828727779102078,26.887091539657145,169.0121235408331,170.82355768970035,152.76091699340185,146.76809272685466,84.61598031879164,85.49820488181857
2026-03-06T12:37:16.535115,18,Push-ups,101,0.598|0.578,37.11844805621283,72.35474600763172,40.37156899138615,26.579530569400315,168.88054960577117,169.89785278552014,151.34451438662583,145.70070004086315,88.1641541626507,88.15177880606936
2026-03-06T12:37:16.631263,19,Push-ups,101,0.598|0.578,38.70390418359556,69.08942150628711,39.67796182248487,30.956745053405005,170.76877454704172,171.39420423386377,156.14212387593645,151.3066372065613,87.09042984767412,90.05235273552313
2026-03-06T12:37:16.721562,20,Push-ups,101,0.598|0.578,41.56913376116452,62.175802448382576,39.22787717873217,33.12412774429398,170.96944020634263,171.90946885297348,152.43588830034153,149.69067516606975,89.2302228709673,91.19312812935098
2026-03-06T12:37:16.832541,21,Push-ups,101,0.598|0.578,40.13908088641991,62.95987577352444,40.50410039363364,35.09609712416019,169.10654860952994,171.91409981694468,151.97053122265822,147.35149691030932,87.90764422772249,95.25916335426318
2026-03-06T12:37:16.928648,22,Push-ups,101,0.598|0.578,40.378853461772714,61.65268631920285,38.86006125227429,32.70150580143462,169.31758643832612,171.5656397483546,152.4908670562264,146.73560918963915,92.1818057887343,96.03532250214855
2026-03-06T12:37:17.041689,23,Push-ups,101,0.598|0.578,40.528198214122405,70.39136563724001,41.57476108277363,33.51854965943654,171.16421006794533,170.85550581295016,152.335859221703,143.98051179144343,91.47517725928675,97.61243619084442
2026-03-06T12:37:17.129821,24,Push-ups,101,0.598|0.578,39.8076261643273,64.03207991816888,44.436929861792606,36.8337749270907,172.3660391492222,171.06799649432347,151.38998961036225,145.12169072648763,93.66096137540893,95.52668009765189
2026-03-06T12:37:17.242166,25,Push-ups,101,0.598|0.578,36.481185894282135,54.93603902783393,47.84256653164315,40.520548984965295,171.09690048774917,170.7053470384388,150.4696618017262,148.21205464847802,94.26077874388992,98.18628851886275
2026-03-06T12:37:17.339772,26,Push-ups,101,0.598|0.578,34.444807660091165,50.8310842328211,50.01570920295041,38.16478659777118,170.7909770190538,169.9418176626517,151.7335207819502,147.90938652470612,91.55800294620792,96.78985464615198
2026-03-06T12:37:17.441316,27,Push-ups,101,0.598|0.578,35.34630459897569,52.929813275244605,48.85644878875222,35.45125059626827,171.07546461126861,170.02703078200847,150.63930228892886,146.2871018173425,93.76667584519979,94.65705996456089
2026-03-06T12:37:17.534314,28,Push-ups,101,0.598|0.578,39.06029005394289,60.864375404773256,46.63462895554247,37.007179124383526,171.5304977015946,170.3324410850114,151.6874113775468,145.71520348336094,92.13202005303451,96.04321894083519
2026-03-06T12:37:17.644166,29,Push-ups,101,0.598|0.578,37.71175302962792,60.39920244678341,47.31427595716912,37.69734697155279,171.3927363915985,170.21375923991218,150.26712318122236,146.02917353905315,92.66440697043676,95.46330125692415
2026-03-06T12:37:17.733894,30,Push-ups,101,0.598|0.578,37.71175302962792,60.39920244678341,47.31427595716912,37.69734697155279,171.3927363915985,170.21375923991218,150.26712318122236,146.02917353905315,92.66440697043676,95.46330125692415
2026-03-06T12:37:17.841622,31,Push-ups,101,0.598|0.578,42.09922232648731,66.88551555318313,42.181055559582774,35.02203569862502,171.58777217140374,170.26701338031788,151.3032364541393,146.63287682861534,89.79665818984427,95.50998600875688
2026-03-06T12:37:17.931593,32,Push-ups,101,0.598|0.578,41.28920190966194,60.574424378728224,42.47563057354021,26.786173656584396,171.6751126598477,170.029817410037,151.72656057391947,146.74890904741073,89.8592741450984,94.69616375439976
2026-03-06T12:37:18.043941,33,Push-ups,101,0.598|0.578,37.425060441967865,57.35287555578374,45.91905017668787,30.330345684405952,171.65639694840542,170.0793954194628,151.59000474917474,146.30034778976963,90.94594069638951,93.70038179301808
2026-03-06T12:37:18.136509,34,Push-ups,101,0.598|0.578,38.37620874489112,59.013811482022376,46.31066883318775,31.094903120780863,172.99243110890745,171.16829534419347,151.76058419514513,148.40225812587826,88.95215296210817,94.92174384955338
