Timestamp,Frame Number,Exercise Name,Heart Rate,RR Intervals,leftElbow,rightElbow,leftShoulder,rightShoulder,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
2026-03-04T13:11:27.440028,1,Straight Leg Raise,0,,167.01090685990755,174.00193257562202,14.413325903026214,2.968492684277857,175.44958234074588,176.6401229503293,179.05854768666396,179.20191631474788,125.29469650350289,134.32947258592498
2026-03-04T13:11:27.540961,2,Straight Leg Raise,0,,166.87802787128504,174.91960268885848,14.477886403105071,5.8665609069726266,175.14052470844112,175.58499755278464,179.3804846749834,178.23496263856924,134.5906526325908,134.86599735325512
2026-03-04T13:11:27.648565,3,Straight Leg Raise,0,,166.92683930796682,173.57638253471734,14.511691204728248,6.574628653476112,174.93525622073128,174.73389581199524,179.37682468274588,178.04643392902176,134.71641388966563,131.8208248545123
2026-03-04T13:11:27.743969,4,Straight Leg Raise,0,,166.99995406273527,172.33608811751927,14.496830573082487,7.183780053597933,174.87633693230666,173.78598395076884,178.95465609611617,177.11907021515898,135.4653411174631,131.59709852181905
2026-03-04T13:11:27.857692,5,Straight Leg Raise,0,,166.7792412462882,165.5007888120904,14.70745574793141,10.599443843955621,174.78292069801975,173.62248440873634,179.07411135378572,177.47627208089546,135.8180667434627,131.9646385512173
2026-03-04T13:11:27.941612,6,Straight Leg Raise,0,,166.8405491103253,168.2401773704649,14.576871482752935,9.401318695059564,174.82681588682178,173.31877173004088,178.81307995771402,177.06201517052247,136.32597201549055,131.5455502284017
2026-03-04T13:11:28.041312,7,Straight Leg Raise,0,,166.8405491103253,168.2401773704649,14.576871482752935,9.401318695059564,174.82681588682178,173.31877173004088,178.81307995771402,177.06201517052247,136.32597201549055,131.5455502284017
2026-03-04T13:11:28.146451,8,Straight Leg Raise,0,,166.14774926970043,168.98248795504787,15.543389762445203,9.303355832800422,174.84198909360586,173.45990830533205,178.90481753611073,177.36733443396466,133.92264574602584,130.6022723582671
2026-03-04T13:11:28.233764,9,Straight Leg Raise,0,,166.14774926970043,168.98248795504787,15.543389762445203,9.303355832800422,174.84198909360586,173.45990830533205,178.90481753611073,177.36733443396466,133.92264574602584,130.6022723582671
2026-03-04T13:11:28.332841,10,Straight Leg Raise,0,,166.06863596023868,170.21496197513707,15.45637883495088,8.78502835197167,174.7873498679688,173.24884604864513,178.82516947698332,176.85513992398248,133.3053433991551,131.88320875710397
2026-03-04T13:11:28.448894,11,Straight Leg Raise,0,,166.1993531004821,171.75141537517013,15.330519223099799,8.271055173043978,174.7572401091499,173.3515505819748,178.92318366806174,177.3971400773953,138.13355839122758,132.33395458964284
2026-03-04T13:11:28.526649,12,Straight Leg Raise,0,,166.1993531004821,171.75141537517013,15.330519223099799,8.271055173043978,174.7572401091499,173.3515505819748,178.92318366806174,177.3971400773953,138.13355839122758,132.33395458964284
2026-03-04T13:11:28.655577,13,Straight Leg Raise,0,,166.36665436391436,170.53471209023252,14.937699770962215,8.54079734488583,175.08364500480144,173.8897455951182,178.73537695873173,178.29036709847233,136.5022721513173,130.50935611709093
2026-03-04T13:11:28.760262,14,Straight Leg Raise,0,,166.36665436391436,170.53471209023252,14.937699770962215,8.54079734488583,175.08364500480144,173.8897455951182,178.73537695873173,178.29036709847233,136.5022721513173,130.50935611709093
2026-03-04T13:11:28.847771,15,Straight Leg Raise,0,,166.49013934465285,172.30888788343495,14.809420822193122,8.003836688739588,174.93493620891374,173.92925025041433,179.28004121294038,178.23058233652375,137.65572588127114,131.96845935392471
2026-03-04T13:11:28.944457,16,Straight Leg Raise,0,,166.85765642813539,173.1054193948044,14.351221332761009,7.336926637766554,174.9783843430393,173.17420468516306,179.36154483923917,176.38151457573903,137.02984701217594,131.98562805737933
